"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR","B.YEAR"
"7800","3","40","MALE","OTHER","10",1984,NA
"7802","2","41","MALE","OTHER","14",1984,NA
"7803","9","39","MALE","WHITE","14",1984,NA
"7804","9","46","MALE","WHITE","12",1984,NA
"7805","4","28","FEMALE","WHITE","12",1984,NA
"7806","5","65","MALE","WHITE","12",1984,NA
"7807","9","34","MALE","WHITE","17",1984,NA
"7808","10","27","FEMALE","WHITE","12",1984,NA
"7809","6","38","FEMALE","WHITE","13",1984,NA
"7810","7","27","MALE","WHITE","12",1984,NA
"7811","10","41","FEMALE","WHITE","12",1984,NA
"7812","10","46","MALE","WHITE","19",1984,NA
"7813","8","24","MALE","WHITE","17",1984,NA
"7814","0","62","FEMALE","OTHER","4",1984,NA
"7815","3","71","MALE","WHITE","8",1984,NA
"7816","4","33","FEMALE","OTHER","12",1984,NA
"7817","5","21","MALE","WHITE","14",1984,NA
"7818","5","29","FEMALE","WHITE","12",1984,NA
"7819","10","52","MALE","WHITE","20",1984,NA
"7820","5","55","MALE","WHITE","12",1984,NA
"7821","4","20","FEMALE","WHITE","12",1984,NA
"7822","4","33","FEMALE","WHITE","12",1984,NA
"7823","4","27","MALE","WHITE","11",1984,NA
"7824","7","62","FEMALE","WHITE","11",1984,NA
"7825","2","54","MALE","WHITE","10",1984,NA
"7826","6","42","FEMALE","OTHER","19",1984,NA
"7827","5","19","MALE","OTHER","11",1984,NA
"7828","2","39","FEMALE","OTHER","10",1984,NA
"7829","1","34","FEMALE","OTHER","12",1984,NA
"7830","1","52","MALE","OTHER","7",1984,NA
"7831","4","23","FEMALE","WHITE","11",1984,NA
"7832","7","35","FEMALE","WHITE","15",1984,NA
"7833","7","47","FEMALE","WHITE","12",1984,NA
"7834","4","26","MALE","WHITE","12",1984,NA
"7835","7","46","FEMALE","WHITE","12",1984,NA
"7836","5","39","MALE","WHITE","13",1984,NA
"7837","5","41","MALE","WHITE","12",1984,NA
"7838","9","24","FEMALE","WHITE","13",1984,NA
"7839","10","41","MALE","WHITE","14",1984,NA
"7840","4","77","MALE","WHITE","12",1984,NA
"7841","10","57","FEMALE","WHITE","12",1984,NA
"7842","6","81","MALE","WHITE","12",1984,NA
"7843","7","37","MALE","WHITE","12",1984,NA
"7844","6","34","MALE","WHITE","19",1984,NA
"7845","6","67","MALE","WHITE","12",1984,NA
"7846","7","46","FEMALE","WHITE","12",1984,NA
"7847","6","43","MALE","WHITE","12",1984,NA
"7848","7","79","FEMALE","WHITE","15",1984,NA
"7849","10","32","MALE","WHITE","16",1987,NA
"7850","9","37","FEMALE","WHITE","17",1987,NA
"7851","6","72","FEMALE","BLACK","12",1987,NA
"7852","10","66","FEMALE","WHITE","18",1987,NA
"7853","9","30","MALE","WHITE","16",1987,NA
"7854","9","32","MALE","WHITE","20",1987,NA
"7855","5","29","FEMALE","BLACK","13",1987,NA
"7856","5","29","FEMALE","BLACK","18",1987,NA
"7858","3","68","MALE","BLACK","4",1987,NA
"7859","4","21","FEMALE","BLACK","12",1987,NA
"7860","5","43","FEMALE","BLACK","12",1987,NA
"7861","5","38","FEMALE","BLACK","14",1987,NA
"7862","6","45","MALE","OTHER","8",1987,NA
"7863","6","24","MALE","BLACK","15",1987,NA
"7864","6","43","MALE","OTHER","10",1987,NA
"7865","7","20","FEMALE","WHITE","12",1987,NA
"7866","6","27","MALE","WHITE","9",1987,NA
"7867","5","54","MALE","WHITE","7",1987,NA
"7868","6","25","FEMALE","BLACK","15",1987,NA
"7869","5","20","MALE","BLACK","13",1987,NA
"7870","6","38","FEMALE","BLACK","14",1987,NA
"7871","6","35","FEMALE","BLACK","15",1987,NA
"7873","7","67","FEMALE","WHITE","13",1987,NA
"7874","6","28","FEMALE","WHITE","9",1987,NA
"7875","3","34","FEMALE","BLACK","6",1987,NA
"7876","5","42","MALE","BLACK","12",1987,NA
"7877","4","35","MALE","OTHER","11",1987,NA
"7878","5","27","MALE","WHITE","17",1987,NA
"7879","6","26","MALE","OTHER","13",1987,NA
"7880","5","58","FEMALE","WHITE","12",1987,NA
"7881","6","35","FEMALE","BLACK","15",1987,NA
"7882","6","63","MALE","WHITE","10",1987,NA
"7883","9","35","FEMALE","WHITE","16",1987,NA
"7884","6","60","FEMALE","WHITE","12",1987,NA
"7885","9","30","FEMALE","WHITE","17",1987,NA
"7886","8","51","FEMALE","WHITE","11",1987,NA
"7887","8","37","MALE","WHITE","12",1987,NA
"7888","9","47","MALE","WHITE","16",1987,NA
"7889","4","40","MALE","WHITE","12",1987,NA
"7890","6","32","MALE","WHITE","14",1987,NA
"7891","6","27","FEMALE","WHITE","12",1987,NA
"7892","8","62","FEMALE","WHITE","12",1987,NA
"7893","8","35","MALE","WHITE","17",1987,NA
"7894","8","60","FEMALE","WHITE","17",1987,NA
"7895","6","33","FEMALE","WHITE","12",1987,NA
"7896","7","83","FEMALE","WHITE","11",1987,NA
"7897","6","43","MALE","WHITE","12",1987,NA
"7898","9","50","MALE","WHITE","17",1987,NA
"7899","9","48","MALE","WHITE","14",1987,NA
"7900","6","32","MALE","WHITE","18",1987,NA
"7901","5","35","FEMALE","WHITE","13",1987,NA
"7902","6","28","MALE","BLACK","12",1987,NA
"7903","8","34","MALE","WHITE","14",1987,NA
"7904","6","83","FEMALE","WHITE","16",1987,NA
"7905","10","46","MALE","WHITE","20",1987,NA
"7906","5","65","MALE","WHITE","14",1987,NA
"7907","6","45","FEMALE","WHITE","12",1987,NA
"7908","7","43","FEMALE","WHITE","14",1987,NA
"7909","9","37","FEMALE","WHITE","15",1987,NA
"7910","0","40","MALE","WHITE","16",1987,NA
"7911","10","29","FEMALE","WHITE","14",1987,NA
"7912","7","31","MALE","WHITE","16",1987,NA
"7913","10","74","FEMALE","WHITE","13",1987,NA
"7914","10","43","FEMALE","WHITE","12",1987,NA
"7915","7","32","MALE","WHITE","13",1987,NA
"7916","6","26","FEMALE","WHITE","16",1987,NA
"7917","8","21","FEMALE","WHITE","14",1987,NA
"7918","3","37","FEMALE","WHITE","12",1987,NA
"7919","4","52","MALE","WHITE","10",1987,NA
"7920","3","57","MALE","WHITE","9",1987,NA
"7921","1","32","MALE","OTHER","12",1987,NA
"7922","1","20","FEMALE","WHITE","12",1987,NA
"7923","0","44","FEMALE","OTHER","12",1987,NA
"7924","5","35","FEMALE","WHITE","12",1987,NA
"7925","5","56","FEMALE","WHITE","12",1987,NA
"7926","4","41","FEMALE","OTHER","12",1987,NA
"7927","3","58","MALE","WHITE","12",1987,NA
"7928","6","64","MALE","OTHER","16",1987,NA
"7929","8","28","MALE","WHITE","18",1987,NA
"7930","6","29","FEMALE","WHITE","13",1987,NA
"7931","6","29","FEMALE","OTHER","16",1987,NA
"7932","6","35","MALE","OTHER","13",1987,NA
"7933","8","69","MALE","WHITE","10",1987,NA
"7934","3","22","MALE","WHITE","13",1987,NA
"7935","7","77","MALE","WHITE","12",1987,NA
"7936","5","23","FEMALE","WHITE","12",1987,NA
"7938","4","20","MALE","WHITE","11",1987,NA
"7939","6","53","FEMALE","WHITE","12",1987,NA
"7940","10","39","MALE","WHITE","20",1987,NA
"7941","8","51","FEMALE","WHITE","14",1987,NA
"7942","3","51","MALE","BLACK","12",1987,NA
"7943","5","76","MALE","WHITE","8",1987,NA
"7944","6","48","MALE","WHITE","12",1987,NA
"7945","5","49","FEMALE","WHITE","9",1987,NA
"7946","5","25","FEMALE","WHITE","12",1987,NA
"7947","7","51","MALE","OTHER","10",1987,NA
"7948","3","52","FEMALE","WHITE","8",1987,NA
"7949","7","27","MALE","WHITE","12",1987,NA
"7950","6","85","FEMALE","BLACK","8",1987,NA
"7951","3","52","FEMALE","BLACK","11",1987,NA
"7952","2","62","FEMALE","BLACK","12",1987,NA
"7953","5","20","MALE","BLACK","14",1987,NA
"7954","3","48","FEMALE","BLACK","8",1987,NA
"7955","6","49","FEMALE","BLACK","8",1987,NA
"7956","1","45","FEMALE","BLACK","12",1987,NA
"7957","8","46","MALE","BLACK","12",1987,NA
"7958","4","21","MALE","BLACK","12",1987,NA
"7959","5","28","FEMALE","BLACK","15",1987,NA
"7960","4","73","FEMALE","BLACK","12",1987,NA
"7961","6","45","FEMALE","BLACK","20",1987,NA
"7962","6","31","FEMALE","WHITE","14",1987,NA
"7963","8","33","FEMALE","WHITE","12",1987,NA
"7964","10","47","FEMALE","WHITE","12",1987,NA
"7965","8","51","FEMALE","WHITE","17",1987,NA
"7966","9","48","FEMALE","WHITE","16",1987,NA
"7967","6","42","MALE","WHITE","14",1987,NA
"7968","5","73","FEMALE","WHITE","9",1987,NA
"7969","7","29","FEMALE","WHITE","12",1987,NA
"7970","5","44","MALE","WHITE","12",1987,NA
"7971","6","55","MALE","WHITE","12",1987,NA
"7973","5","20","FEMALE","WHITE","12",1987,NA
"7974","4","78","MALE","WHITE","3",1987,NA
"7975","7","45","MALE","WHITE","11",1987,NA
"7976","5","34","MALE","WHITE","8",1987,NA
"7977","2","63","FEMALE","WHITE","10",1987,NA
"7979","7","33","MALE","WHITE","12",1987,NA
"7980","7","23","FEMALE","WHITE","12",1987,NA
"7981","5","71","FEMALE","WHITE","12",1987,NA
"7982","4","29","FEMALE","WHITE","12",1987,NA
"7983","5","48","MALE","WHITE","8",1987,NA
"7984","4","28","MALE","WHITE","10",1987,NA
"7985","7","34","MALE","WHITE","14",1987,NA
"7986","6","40","MALE","WHITE","16",1987,NA
"7987","7","53","MALE","WHITE","14",1987,NA
"7988","6","21","FEMALE","WHITE","11",1987,NA
"7989","8","49","FEMALE","WHITE","12",1987,NA
"7990","5","31","MALE","WHITE","11",1987,NA
"7991","6","35","FEMALE","WHITE","12",1987,NA
"7992","8","30","FEMALE","WHITE","16",1987,NA
"7993","8","35","FEMALE","WHITE","10",1987,NA
"7994","7","62","FEMALE","WHITE","12",1987,NA
"7995","6","30","FEMALE","WHITE","12",1987,NA
"7996","8","19","MALE","WHITE","11",1987,NA
"7997","7","32","FEMALE","BLACK","14",1987,NA
"7998","7","53","FEMALE","WHITE","12",1987,NA
"7999","9","53","FEMALE","WHITE","14",1987,NA
"8001","8","28","FEMALE","WHITE","16",1987,NA
"8002","3","59","FEMALE","BLACK","9",1987,NA
"8004","3","58","FEMALE","BLACK","11",1987,NA
"8005","5","28","FEMALE","BLACK","12",1987,NA
"8006","8","48","MALE","BLACK","16",1987,NA
"8007","4","64","MALE","BLACK","12",1987,NA
"8008","6","24","MALE","BLACK","14",1987,NA
"8009","6","46","MALE","BLACK","14",1987,NA
"8012","6","47","FEMALE","BLACK","12",1987,NA
"8014","5","25","MALE","WHITE","12",1987,NA
"8015","4","30","MALE","WHITE","12",1987,NA
"8017","7","49","MALE","WHITE","13",1987,NA
"8018","6","40","FEMALE","WHITE","14",1987,NA
"8019","3","31","FEMALE","WHITE","18",1987,NA
"8020","5","80","MALE","WHITE","10",1987,NA
"8021","6","63","MALE","WHITE","8",1987,NA
"8022","4","28","FEMALE","WHITE","13",1987,NA
"8023","8","39","MALE","OTHER","16",1987,NA
"8024","6","32","FEMALE","OTHER","18",1987,NA
"8025","9","23","MALE","WHITE","16",1987,NA
"8026","3","77","FEMALE","WHITE","11",1987,NA
"8027","5","23","MALE","OTHER","14",1987,NA
"8028","4","50","MALE","WHITE","9",1987,NA
"8029","10","30","MALE","WHITE","20",1987,NA
"8030","10","66","FEMALE","WHITE","12",1987,NA
"8031","9","39","FEMALE","WHITE","16",1987,NA
"8032","8","31","MALE","WHITE","16",1987,NA
"8033","8","39","FEMALE","WHITE","12",1987,NA
"8034","9","34","MALE","WHITE","17",1987,NA
"8035","0","60","MALE","WHITE","8",1987,NA
"8036","0","23","MALE","WHITE","12",1987,NA
"8037","2","31","FEMALE","BLACK","13",1987,NA
"8038","6","38","FEMALE","WHITE","12",1987,NA
"8039","6","25","FEMALE","WHITE","13",1987,NA
"8040","7","44","MALE","WHITE","13",1987,NA
"8041","6","29","FEMALE","WHITE","20",1987,NA
"8042","7","65","FEMALE","WHITE","13",1987,NA
"8043","7","27","MALE","WHITE","17",1987,NA
"8044","7","30","FEMALE","WHITE","13",1987,NA
"8045","7","57","MALE","WHITE","16",1987,NA
"8046","9","57","FEMALE","WHITE","12",1987,NA
"8047","10","62","MALE","WHITE","17",1987,NA
"8048","5","45","MALE","WHITE","18",1987,NA
"8049","10","44","FEMALE","WHITE","16",1987,NA
"8050","8","56","FEMALE","WHITE","12",1987,NA
"8051","6","34","FEMALE","BLACK","12",1987,NA
"8052","5","23","FEMALE","WHITE","16",1987,NA
"8053","8","25","MALE","WHITE","16",1987,NA
"8054","7","30","FEMALE","WHITE","16",1987,NA
"8055","1","55","FEMALE","WHITE","12",1987,NA
"8056","10","39","FEMALE","WHITE","15",1987,NA
"8057","9","28","MALE","WHITE","19",1987,NA
"8058","10","31","MALE","WHITE","19",1987,NA
"8059","6","34","FEMALE","WHITE","17",1987,NA
"8060","10","32","MALE","WHITE","16",1987,NA
"8061","6","23","FEMALE","BLACK","16",1987,NA
"8063","4","29","MALE","BLACK","15",1987,NA
"8064","7","22","FEMALE","BLACK","15",1987,NA
"8066","10","46","FEMALE","WHITE","19",1987,NA
"8067","6","26","MALE","BLACK","12",1987,NA
"8068","10","50","MALE","WHITE","18",1987,NA
"8069","3","22","FEMALE","WHITE","12",1987,NA
"8070","5","27","MALE","BLACK","12",1987,NA
"8072","4","25","MALE","WHITE","16",1987,NA
"8073","10","55","FEMALE","WHITE","13",1987,NA
"8074","9","66","MALE","WHITE","16",1987,NA
"8075","7","33","FEMALE","WHITE","16",1987,NA
"8076","7","40","FEMALE","WHITE","16",1987,NA
"8077","4","51","MALE","WHITE","10",1987,NA
"8078","10","68","FEMALE","WHITE","11",1987,NA
"8079","6","24","FEMALE","WHITE","12",1987,NA
"8080","4","88","FEMALE","WHITE","8",1987,NA
"8081","5","46","MALE","WHITE","12",1987,NA
"8082","8","34","MALE","WHITE","14",1987,NA
"8083","6","38","FEMALE","WHITE","16",1987,NA
"8084","10","27","FEMALE","WHITE","16",1987,NA
"8085","7","40","MALE","WHITE","13",1987,NA
"8086","7","39","FEMALE","WHITE","14",1987,NA
"8087","4","46","MALE","WHITE","12",1987,NA
"8089","6","73","MALE","WHITE","12",1987,NA
"8090","6","29","FEMALE","WHITE","12",1987,NA
"8091","4","38","FEMALE","OTHER","8",1987,NA
"8092","8","43","MALE","WHITE","14",1987,NA
"8093","6","46","MALE","WHITE","12",1987,NA
"8094","10","27","MALE","WHITE","18",1987,NA
"8095","7","23","MALE","WHITE","14",1987,NA
"8096","5","25","FEMALE","WHITE","19",1987,NA
"8097","7","24","FEMALE","WHITE","17",1987,NA
"8098","6","24","MALE","WHITE","12",1987,NA
"8099","6","73","MALE","WHITE","12",1987,NA
"8100","9","24","MALE","WHITE","17",1987,NA
"8101","9","37","FEMALE","WHITE","17",1987,NA
"8102","9","37","MALE","WHITE","17",1987,NA
"8103","7","58","MALE","WHITE","12",1987,NA
"8104","7","43","MALE","WHITE","16",1987,NA
"8105","9","46","MALE","WHITE","20",1987,NA
"8107","7","35","MALE","WHITE","13",1987,NA
"8108","6","65","MALE","WHITE","14",1987,NA
"8109","7","25","MALE","WHITE","14",1987,NA
"8110","7","51","MALE","WHITE","13",1987,NA
"8111","7","44","FEMALE","WHITE","12",1987,NA
"8112","6","34","MALE","WHITE","13",1987,NA
"8113","6","39","MALE","WHITE","16",1987,NA
"8114","9","41","FEMALE","WHITE","20",1987,NA
"8115","3","66","FEMALE","WHITE","12",1987,NA
"8116","6","32","FEMALE","WHITE","14",1987,NA
"8117","9","41","MALE","WHITE","18",1987,NA
"8118","7","77","MALE","WHITE","12",1987,NA
"8119","7","37","FEMALE","WHITE","16",1987,NA
"8120","7","86","FEMALE","WHITE","8",1987,NA
"8121","8","31","FEMALE","WHITE","12",1987,NA
"8122","4","70","FEMALE","WHITE","12",1987,NA
"8123","9","35","MALE","WHITE","13",1987,NA
"8124","8","78","FEMALE","WHITE","8",1987,NA
"8125","10","58","MALE","WHITE","16",1987,NA
"8126","7","35","MALE","WHITE","17",1987,NA
"8127","7","26","FEMALE","WHITE","14",1987,NA
"8128","9","54","MALE","WHITE","16",1987,NA
"8129","10","29","FEMALE","WHITE","16",1987,NA
"8130","8","24","MALE","WHITE","16",1987,NA
"8131","6","59","MALE","BLACK","14",1987,NA
"8132","4","23","FEMALE","BLACK","11",1987,NA
"8133","3","35","FEMALE","WHITE","8",1987,NA
"8134","3","24","MALE","BLACK","11",1987,NA
"8137","9","69","FEMALE","WHITE","12",1987,NA
"8138","7","35","MALE","WHITE","15",1987,NA
"8139","3","70","MALE","WHITE","9",1987,NA
"8141","10","70","MALE","WHITE","16",1987,NA
"8142","6","64","FEMALE","WHITE","12",1987,NA
"8143","7","55","MALE","WHITE","16",1987,NA
"8144","9","39","FEMALE","WHITE","16",1987,NA
"8145","9","56","FEMALE","WHITE","17",1987,NA
"8146","9","83","MALE","WHITE","17",1987,NA
"8147","10","53","MALE","WHITE","19",1987,NA
"8148","5","50","MALE","WHITE","12",1987,NA
"8149","9","32","MALE","WHITE","13",1987,NA
"8150","9","32","MALE","WHITE","16",1987,NA
"8151","6","28","MALE","WHITE","12",1987,NA
"8152","8","71","FEMALE","WHITE","10",1987,NA
"8153","4","69","MALE","WHITE","11",1987,NA
"8154","6","33","FEMALE","BLACK","16",1987,NA
"8155","6","30","MALE","WHITE","13",1987,NA
"8156","6","34","MALE","WHITE","14",1987,NA
"8157","7","37","FEMALE","WHITE","14",1987,NA
"8159","4","26","MALE","BLACK","11",1987,NA
"8160","6","54","FEMALE","BLACK","12",1987,NA
"8162","3","64","MALE","BLACK","8",1987,NA
"8163","5","34","FEMALE","BLACK","9",1987,NA
"8164","3","35","MALE","WHITE","9",1987,NA
"8165","2","36","FEMALE","WHITE","12",1987,NA
"8166","4","46","MALE","WHITE","12",1987,NA
"8167","5","30","FEMALE","WHITE","10",1987,NA
"8168","5","23","MALE","WHITE","12",1987,NA
"8169","4","43","FEMALE","WHITE","8",1987,NA
"8170","10","55","MALE","WHITE","17",1987,NA
"8171","8","56","MALE","WHITE","18",1987,NA
"8172","4","71","FEMALE","WHITE","16",1987,NA
"8173","9","34","MALE","WHITE","16",1987,NA
"8174","5","36","FEMALE","WHITE","14",1987,NA
"8175","8","36","FEMALE","WHITE","12",1987,NA
"8176","9","29","FEMALE","WHITE","18",1987,NA
"8177","3","23","MALE","WHITE","6",1987,NA
"8178","6","20","MALE","WHITE","12",1987,NA
"8179","7","65","FEMALE","WHITE","13",1987,NA
"8180","6","51","FEMALE","WHITE","12",1987,NA
"8181","6","34","MALE","WHITE","12",1987,NA
"8182","4","61","FEMALE","WHITE","12",1987,NA
"8183","4","36","MALE","WHITE","14",1987,NA
"8184","7","40","FEMALE","WHITE","18",1987,NA
"8186","7","48","FEMALE","WHITE","19",1987,NA
"8187","9","45","MALE","BLACK","20",1987,NA
"8188","6","24","FEMALE","WHITE","16",1987,NA
"8189","6","24","FEMALE","WHITE","16",1987,NA
"8190","6","22","MALE","WHITE","15",1987,NA
"8191","6","36","MALE","WHITE","15",1987,NA
"8192","8","46","FEMALE","WHITE","12",1987,NA
"8193","9","40","FEMALE","BLACK","18",1987,NA
"8194","10","54","MALE","WHITE","17",1987,NA
"8195","10","33","MALE","BLACK","16",1987,NA
"8196","7","34","MALE","BLACK","18",1987,NA
"8197","5","43","MALE","WHITE","16",1987,NA
"8198","7","26","MALE","WHITE","18",1987,NA
"8199","10","41","MALE","WHITE","20",1987,NA
"8200","6","36","MALE","BLACK","14",1987,NA
"8201","6","29","MALE","WHITE","12",1987,NA
"8202","4","43","MALE","WHITE","12",1987,NA
"8203","6","51","MALE","WHITE","12",1987,NA
"8204","0","68","MALE","BLACK","1",1987,NA
"8205","6","68","FEMALE","WHITE","9",1987,NA
"8206","6","28","FEMALE","WHITE","13",1987,NA
"8207","5","28","MALE","WHITE","12",1987,NA
"8208","7","34","FEMALE","WHITE","13",1987,NA
"8209","5","49","MALE","WHITE","12",1987,NA
"8210","5","73","FEMALE","WHITE","9",1987,NA
"8211","5","34","FEMALE","WHITE","12",1987,NA
"8212","9","42","FEMALE","WHITE","15",1987,NA
"8213","10","30","FEMALE","WHITE","16",1987,NA
"8214","10","45","FEMALE","WHITE","19",1987,NA
"8215","6","24","MALE","WHITE","12",1987,NA
"8216","6","38","MALE","WHITE","12",1987,NA
"8217","9","71","FEMALE","WHITE","12",1987,NA
"8218","8","45","MALE","WHITE","12",1987,NA
"8219","9","24","FEMALE","WHITE","12",1987,NA
"8220","5","63","FEMALE","WHITE","8",1987,NA
"8222","7","42","FEMALE","WHITE","12",1987,NA
"8223","5","71","FEMALE","WHITE","9",1987,NA
"8224","7","18","MALE","WHITE","11",1987,NA
"8225","5","26","FEMALE","WHITE","12",1987,NA
"8226","9","57","FEMALE","BLACK","13",1987,NA
"8227","6","36","MALE","BLACK","11",1987,NA
"8228","7","25","MALE","BLACK","14",1987,NA
"8229","7","36","FEMALE","WHITE","14",1987,NA
"8230","6","71","FEMALE","WHITE","12",1987,NA
"8231","7","42","FEMALE","WHITE","10",1987,NA
"8232","7","71","FEMALE","WHITE","8",1987,NA
"8233","8","48","FEMALE","WHITE","16",1987,NA
"8234","6","20","FEMALE","WHITE","13",1987,NA
"8235","9","44","FEMALE","WHITE","16",1987,NA
"8236","10","36","FEMALE","WHITE","14",1987,NA
"8237","5","22","MALE","BLACK","14",1987,NA
"8238","5","32","FEMALE","BLACK","14",1987,NA
"8239","4","22","MALE","WHITE","12",1987,NA
"8240","10","30","FEMALE","WHITE","16",1987,NA
"8241","9","33","FEMALE","WHITE","14",1987,NA
"8242","5","50","MALE","BLACK","7",1987,NA
"8243","8","39","MALE","WHITE","14",1987,NA
"8244","5","46","FEMALE","WHITE","9",1987,NA
"8245","6","35","FEMALE","WHITE","18",1987,NA
"8246","5","27","MALE","WHITE","12",1987,NA
"8247","8","43","FEMALE","WHITE","12",1987,NA
"8248","4","42","FEMALE","WHITE","10",1987,NA
"8249","8","35","MALE","WHITE","20",1987,NA
"8250","8","36","FEMALE","WHITE","14",1987,NA
"8251","8","45","FEMALE","WHITE","12",1987,NA
"8252","6","73","MALE","WHITE","9",1987,NA
"8253","5","25","FEMALE","WHITE","19",1987,NA
"8254","5","34","MALE","WHITE","13",1987,NA
"8255","9","68","FEMALE","WHITE","12",1987,NA
"8256","9","71","MALE","WHITE","12",1987,NA
"8257","6","37","MALE","WHITE","4",1987,NA
"8258","8","27","MALE","WHITE","13",1987,NA
"8259","7","40","MALE","WHITE","16",1987,NA
"8260","10","41","FEMALE","WHITE","17",1987,NA
"8261","8","58","FEMALE","WHITE","16",1987,NA
"8262","8","44","FEMALE","WHITE","14",1987,NA
"8263","6","23","MALE","WHITE","16",1987,NA
"8264","8","34","MALE","WHITE","16",1987,NA
"8265","7","49","MALE","WHITE","14",1987,NA
"8266","10","52","MALE","WHITE","20",1987,NA
"8267","9","36","FEMALE","WHITE","16",1987,NA
"8268","9","49","MALE","WHITE","20",1987,NA
