"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"31875",NA,"26","MALE","OTHER","11",2006
"31876","6","38","FEMALE","WHITE","16",2006
"31877",NA,"63","FEMALE","OTHER","20",2006
"31878",NA,"30","MALE","OTHER","14",2006
"31879",NA,"55","MALE","WHITE","16",2006
"31880",NA,"67","MALE","WHITE","17",2006
"31881",NA,NA,"MALE","WHITE","13",2006
"31882",NA,"26","FEMALE","WHITE","15",2006
"31883","8","37","MALE","OTHER","17",2006
"31884",NA,"37","FEMALE","BLACK","14",2006
"31885",NA,"62","FEMALE","WHITE","14",2006
"31886","8","22","MALE","WHITE","14",2006
"31887","9","46","FEMALE","WHITE","16",2006
"31888",NA,"55","MALE","BLACK","15",2006
"31889","8","32","FEMALE","OTHER","17",2006
"31890",NA,"24","FEMALE","WHITE","12",2006
"31891",NA,"38","FEMALE","WHITE","16",2006
"31892",NA,"56","FEMALE","WHITE","20",2006
"31893",NA,"38","MALE","BLACK","20",2006
"31894",NA,"23","MALE","WHITE","15",2006
"31895","5","28","FEMALE","OTHER","12",2006
"31896",NA,"30","MALE","WHITE","6",2006
"31897",NA,"50","FEMALE","WHITE","16",2006
"31898",NA,"36","MALE","WHITE","16",2006
"31899",NA,"48","FEMALE","OTHER","5",2006
"31900",NA,"23","MALE","OTHER","5",2006
"31901",NA,"28","FEMALE","OTHER","12",2006
"31902",NA,"32","FEMALE","OTHER","12",2006
"31903","6","37","FEMALE","OTHER","12",2006
"31904","4","34","MALE","OTHER","6",2006
"31905",NA,"22","MALE","OTHER","12",2006
"31906","2","20","FEMALE","OTHER","12",2006
"31907",NA,"64","MALE","OTHER","6",2006
"31908","5","71","FEMALE","BLACK","9",2006
"31909",NA,"59","FEMALE","BLACK","12",2006
"31910","7","36","MALE","BLACK","12",2006
"31911",NA,"31","FEMALE","BLACK","14",2006
"31912",NA,"34","FEMALE","BLACK","16",2006
"31913","6","59","FEMALE","BLACK","12",2006
"31914","5","83","FEMALE","BLACK","8",2006
"31915",NA,"37","MALE","OTHER","14",2006
"31916",NA,"25","FEMALE","OTHER","12",2006
"31917","6","32","MALE","BLACK","15",2006
"31918",NA,"27","FEMALE","OTHER","16",2006
"31919",NA,"56","MALE","WHITE","16",2006
"31920",NA,"61","MALE","OTHER","16",2006
"31921",NA,"28","FEMALE","OTHER","16",2006
"31922",NA,"68","FEMALE","OTHER","13",2006
"31923",NA,"24","FEMALE","OTHER","12",2006
"31924","7","69","MALE","OTHER","10",2006
"31925","4","53","FEMALE","OTHER","6",2006
"31926",NA,"21","FEMALE","OTHER","9",2006
"31927",NA,"36","MALE","OTHER","12",2006
"31928",NA,"32","MALE","OTHER","12",2006
"31929","3","27","FEMALE","OTHER","6",2006
"31930","8","65","FEMALE","WHITE","13",2006
"31931","5","29","FEMALE","OTHER","12",2006
"31932","2","62","FEMALE","WHITE","12",2006
"31933","6","36","FEMALE","OTHER","12",2006
"31934",NA,"22","MALE","OTHER","12",2006
"31935","8","35","MALE","WHITE","12",2006
"31936",NA,"49","MALE","BLACK","14",2006
"31937",NA,"18","MALE","OTHER","11",2006
"31938",NA,"26","FEMALE","BLACK","16",2006
"31939",NA,"47","MALE","BLACK","12",2006
"31940","5","48","FEMALE","BLACK","14",2006
"31941",NA,"27","MALE","WHITE","14",2006
"31942","7","23","MALE","WHITE","11",2006
"31943",NA,"43","MALE","WHITE","16",2006
"31944",NA,"32","FEMALE","WHITE","16",2006
"31945",NA,"44","MALE","BLACK","14",2006
"31946",NA,"21","FEMALE","WHITE","15",2006
"31947","6","43","FEMALE","BLACK","14",2006
"31948",NA,"28","MALE","WHITE","16",2006
"31949",NA,"36","FEMALE","BLACK","13",2006
"31950","7","42","FEMALE","OTHER","15",2006
"31951","9","58","FEMALE","WHITE","18",2006
"31952",NA,"55","MALE","WHITE","14",2006
"31953",NA,"38","MALE","WHITE","17",2006
"31954",NA,"40","FEMALE","WHITE","16",2006
"31955",NA,"68","FEMALE","WHITE","10",2006
"31956",NA,"48","MALE","WHITE","16",2006
"31957",NA,"72","MALE","WHITE","14",2006
"31958","6","50","FEMALE","WHITE","12",2006
"31959",NA,"66","FEMALE","WHITE","12",2006
"31960",NA,"38","FEMALE","WHITE","16",2006
"31961",NA,"83","MALE","WHITE","12",2006
"31962","7","50","FEMALE","WHITE","15",2006
"31963",NA,"86","FEMALE","WHITE","8",2006
"31964","6","30","FEMALE","WHITE","16",2006
"31965","5","45","MALE","WHITE","16",2006
"31966",NA,"46","FEMALE","WHITE","12",2006
"31967",NA,"51","FEMALE","WHITE","13",2006
"31968","5","89 OR OLDER","FEMALE","WHITE","12",2006
"31969","3","71","MALE","WHITE","12",2006
"31970",NA,"53","FEMALE","WHITE","12",2006
"31971",NA,"62","FEMALE","WHITE","14",2006
"31972","9","59","FEMALE","WHITE","18",2006
"31973","6","20","MALE","WHITE","12",2006
"31974",NA,"32","MALE","WHITE","13",2006
"31975",NA,"32","FEMALE","WHITE","14",2006
"31976",NA,"33","MALE","WHITE","18",2006
"31977",NA,"40","FEMALE","WHITE","20",2006
"31978",NA,"65","MALE","WHITE","12",2006
"31979",NA,"80","FEMALE","WHITE","12",2006
"31980",NA,"62","FEMALE","WHITE","12",2006
"31981",NA,"60","FEMALE","WHITE","20",2006
"31982",NA,"78","FEMALE","WHITE","15",2006
"31983",NA,"41","MALE","WHITE","12",2006
"31984",NA,"46","MALE","OTHER","6",2006
"31985",NA,"57","MALE","WHITE","12",2006
"31986",NA,"29","MALE","WHITE","16",2006
"31987",NA,"32","FEMALE","WHITE","15",2006
"31988","6","42","FEMALE","WHITE","14",2006
"31989",NA,"40","FEMALE","WHITE","12",2006
"31990",NA,"36","FEMALE","OTHER","12",2006
"31991",NA,"48","MALE","WHITE","12",2006
"31992",NA,"83","MALE","WHITE","12",2006
"31993",NA,"65","FEMALE","WHITE","14",2006
"31994","7","18","FEMALE","WHITE","12",2006
"31995","5","46","MALE","WHITE","12",2006
"31996","6","29","FEMALE","WHITE","12",2006
"31997",NA,"26","FEMALE","WHITE","16",2006
"31998","5","49","FEMALE","WHITE","12",2006
"31999",NA,"77","FEMALE","WHITE","14",2006
"32000",NA,"50","FEMALE","WHITE","9",2006
"32001",NA,"46","MALE","WHITE","12",2006
"32002",NA,"64","FEMALE","WHITE","13",2006
"32003","7","34","MALE","WHITE","13",2006
"32004",NA,"40","MALE","WHITE","12",2006
"32005",NA,"20","FEMALE","WHITE","13",2006
"32006",NA,"33","MALE","WHITE","14",2006
"32007","7","27","MALE","WHITE","16",2006
"32008",NA,"38","MALE","WHITE","14",2006
"32009","6","45","MALE","WHITE","14",2006
"32010",NA,"38","FEMALE","OTHER","11",2006
"32011",NA,"56","FEMALE","OTHER","9",2006
"32012",NA,"41","FEMALE","WHITE","12",2006
"32013",NA,"61","FEMALE","WHITE","12",2006
"32014",NA,"34","FEMALE","WHITE","17",2006
"32015",NA,"56","FEMALE","WHITE","16",2006
"32016",NA,"69","FEMALE","WHITE","10",2006
"32017","6","27","FEMALE","BLACK","16",2006
"32018",NA,"26","MALE","OTHER","19",2006
"32019","5","54","FEMALE","BLACK","14",2006
"32020",NA,"66","MALE","BLACK","16",2006
"32021","3","70","FEMALE","BLACK","12",2006
"32022",NA,"38","FEMALE","OTHER","14",2006
"32023",NA,"31","FEMALE","WHITE","19",2006
"32024",NA,"50","FEMALE","WHITE","14",2006
"32025","9","75","FEMALE","WHITE","12",2006
"32026",NA,"39","FEMALE","BLACK","12",2006
"32027",NA,"64","FEMALE","WHITE","13",2006
"32028","4","36","MALE","WHITE","16",2006
"32029","6","62","FEMALE","WHITE","12",2006
"32030","2","62","MALE","WHITE",NA,2006
"32031",NA,"80","FEMALE","WHITE","8",2006
"32032",NA,"50","FEMALE","BLACK","14",2006
"32033","2","44","FEMALE","OTHER","13",2006
"32034",NA,"30","FEMALE","OTHER","2",2006
"32035",NA,"40","FEMALE","OTHER","9",2006
"32036",NA,"29","MALE","OTHER","9",2006
"32037","7","53","FEMALE","OTHER","15",2006
"32038",NA,"44","FEMALE","OTHER","16",2006
"32039",NA,"37","MALE","WHITE","17",2006
"32040",NA,"22","FEMALE","WHITE","12",2006
"32041",NA,"38","FEMALE","WHITE","16",2006
"32042",NA,"48","FEMALE","OTHER","16",2006
"32043","5","36","MALE","BLACK","14",2006
"32044",NA,"33","FEMALE","WHITE","14",2006
"32045","5","25","FEMALE","WHITE","12",2006
"32046",NA,"50","MALE","WHITE","12",2006
"32047",NA,"40","FEMALE","OTHER","11",2006
"32048",NA,"36","MALE","WHITE","11",2006
"32049",NA,"48","MALE","OTHER","16",2006
"32050",NA,"32","MALE","OTHER","8",2006
"32051",NA,"27","MALE","WHITE","14",2006
"32052",NA,"36","MALE","OTHER","6",2006
"32053",NA,"19","FEMALE","OTHER","11",2006
"32054","8","40","FEMALE","WHITE","14",2006
"32055",NA,"30","FEMALE","OTHER","11",2006
"32056",NA,"48","MALE","WHITE","16",2006
"32057","7","27","MALE","WHITE","14",2006
"32058",NA,"55","FEMALE","WHITE","16",2006
"32059","9","27","FEMALE","WHITE","13",2006
"32060","6","55","MALE","OTHER","10",2006
"32061","6","72","MALE","WHITE","12",2006
"32062",NA,"48","FEMALE","WHITE","12",2006
"32063",NA,"55","MALE","OTHER","12",2006
"32064",NA,"62","MALE","WHITE","18",2006
"32065",NA,"39","FEMALE","WHITE","14",2006
"32066",NA,"76","MALE","WHITE","17",2006
"32067",NA,"63","FEMALE","WHITE","17",2006
"32068",NA,"46","FEMALE","WHITE","13",2006
"32069",NA,"54","FEMALE","OTHER","16",2006
"32070",NA,"46","FEMALE","WHITE","18",2006
"32071",NA,"41","FEMALE","WHITE","16",2006
"32072","4","36","FEMALE","OTHER","18",2006
"32073","9","72","FEMALE","WHITE","16",2006
"32074",NA,"21","MALE","WHITE","13",2006
"32075",NA,"59","MALE","WHITE","17",2006
"32076",NA,"64","FEMALE","WHITE","16",2006
"32077",NA,"55","MALE","OTHER","20",2006
"32078",NA,"64","FEMALE","WHITE","14",2006
"32079",NA,"34","MALE","OTHER","12",2006
"32080",NA,"28","FEMALE","OTHER","16",2006
"32081","6","32","MALE","OTHER","20",2006
"32082",NA,"42","FEMALE","BLACK","12",2006
"32083",NA,"42","MALE","OTHER","18",2006
"32084",NA,"59","MALE","WHITE","16",2006
"32085",NA,"36","MALE","WHITE","12",2006
"32086",NA,"49","MALE","OTHER","16",2006
"32087",NA,"59","MALE","WHITE","13",2006
"32088",NA,"62","MALE","WHITE","16",2006
"32089","9","55","MALE","WHITE","18",2006
"32090",NA,"36","MALE","WHITE","18",2006
"32091","8","49","FEMALE","WHITE","12",2006
"32092",NA,"89 OR OLDER","MALE","WHITE","10",2006
"32093",NA,"58","MALE","WHITE","12",2006
"32094",NA,"29","MALE","WHITE","17",2006
"32095",NA,"41","FEMALE","WHITE","16",2006
"32096","8","60","MALE","WHITE","14",2006
"32097",NA,"49","FEMALE","WHITE","14",2006
"32098","6","26","FEMALE","OTHER","11",2006
"32099",NA,"40","FEMALE","WHITE","13",2006
"32100",NA,"27","MALE","OTHER","14",2006
"32101",NA,"37","FEMALE","WHITE","17",2006
"32102",NA,"56","MALE","WHITE","14",2006
"32103",NA,"79","FEMALE","WHITE","10",2006
"32104",NA,"41","MALE","WHITE","12",2006
"32105","1","41","FEMALE","OTHER","0",2006
"32106",NA,"45","MALE","WHITE","12",2006
"32107","6","51","MALE","WHITE","17",2006
"32108","10","60","MALE","WHITE","17",2006
"32109","10","52","FEMALE","WHITE","14",2006
"32110","6","25","FEMALE","OTHER","17",2006
"32111",NA,"57","MALE","WHITE","13",2006
"32112","6","19","FEMALE","OTHER","12",2006
"32113","6","21","MALE","WHITE","14",2006
"32114",NA,"88","FEMALE","WHITE","13",2006
"32115",NA,"42","MALE","WHITE","16",2006
"32116",NA,"23","MALE","BLACK","12",2006
"32117","7","33","FEMALE","OTHER","14",2006
"32118",NA,"54","MALE","BLACK","15",2006
"32119",NA,"64","MALE","WHITE","16",2006
"32120","7","54","FEMALE","WHITE","14",2006
"32121",NA,"52","FEMALE","BLACK","16",2006
"32122",NA,"37","FEMALE","BLACK","14",2006
"32123",NA,"20","MALE","WHITE","12",2006
"32124",NA,"20","FEMALE","WHITE","12",2006
"32125","5","29","MALE","OTHER","9",2006
"32126",NA,"22","MALE","OTHER","16",2006
"32127","6","53","MALE","BLACK","15",2006
"32128",NA,"25","FEMALE","WHITE","12",2006
"32129","7","42","MALE","WHITE","14",2006
"32130",NA,"57","FEMALE","OTHER","16",2006
"32131",NA,"28","MALE","OTHER","9",2006
"32132","2","43","FEMALE","WHITE","11",2006
"32133",NA,"40","FEMALE","BLACK","11",2006
"32134",NA,"49","FEMALE","WHITE","12",2006
"32135",NA,"60","MALE","WHITE","12",2006
"32136",NA,"54","MALE","WHITE","12",2006
"32137",NA,"40","FEMALE","OTHER","7",2006
"32138",NA,"41","FEMALE","WHITE","16",2006
"32139",NA,"63","MALE","WHITE","14",2006
"32140","4","36","FEMALE","OTHER","12",2006
"32141",NA,"47","MALE","WHITE","17",2006
"32142",NA,"64","FEMALE","WHITE","12",2006
"32143","6","47","MALE","WHITE","12",2006
"32144",NA,"44","MALE","WHITE","13",2006
"32145",NA,"66","FEMALE","WHITE","12",2006
"32146",NA,"47","MALE","WHITE","12",2006
"32147",NA,"24","FEMALE","WHITE","14",2006
"32148",NA,"48","FEMALE","WHITE","12",2006
"32149",NA,"42","FEMALE","WHITE","14",2006
"32150",NA,"75","MALE","WHITE","12",2006
"32151",NA,"50","MALE","WHITE","17",2006
"32152","7","49","FEMALE","WHITE","16",2006
"32153","7","44","MALE","WHITE","9",2006
"32154",NA,"49","MALE","WHITE","12",2006
"32155","7","60","MALE","WHITE","13",2006
"32156","8","34","FEMALE","WHITE","19",2006
"32157","7","48","MALE","WHITE","18",2006
"32158",NA,"50","MALE","OTHER","15",2006
"32159","9","39","FEMALE","WHITE","16",2006
"32160","7","49","MALE","WHITE","18",2006
"32161","9","47","MALE","WHITE","13",2006
"32162",NA,"55","FEMALE","WHITE","18",2006
"32163",NA,"24","FEMALE","BLACK","12",2006
"32164",NA,"54","FEMALE","BLACK","14",2006
"32165",NA,"49","MALE","BLACK","15",2006
"32166","6","36","MALE","BLACK","14",2006
"32167",NA,"48","MALE","BLACK","12",2006
"32168","6","35","FEMALE","BLACK","16",2006
"32169",NA,"42","FEMALE","BLACK","14",2006
"32170","6","64","FEMALE","BLACK","13",2006
"32171",NA,"50","MALE","BLACK","16",2006
"32172",NA,"55","FEMALE","BLACK","14",2006
"32173","9","53","MALE","BLACK","15",2006
"32174",NA,"40","FEMALE","BLACK","18",2006
"32175",NA,"69","MALE","WHITE","10",2006
"32176",NA,"55","FEMALE","BLACK","12",2006
"32177","7","21","FEMALE","WHITE","15",2006
"32178","4","62","MALE","WHITE","14",2006
"32179",NA,"47","FEMALE","BLACK","14",2006
"32180",NA,"46","FEMALE","OTHER","16",2006
"32181",NA,"75","MALE","BLACK","16",2006
"32182",NA,"67","MALE","BLACK","11",2006
"32183",NA,"82","FEMALE","WHITE","14",2006
"32184",NA,"33","FEMALE","BLACK","13",2006
"32185",NA,"50","FEMALE","BLACK","19",2006
"32186","9","61","FEMALE","WHITE","16",2006
"32187",NA,"51","FEMALE","BLACK","12",2006
"32188","2","60","FEMALE","BLACK","12",2006
"32189",NA,"41","MALE","BLACK","14",2006
"32190",NA,"34","MALE","WHITE","10",2006
"32191","5","49","MALE","BLACK","12",2006
"32192",NA,"58","FEMALE","OTHER","18",2006
"32193",NA,"48","FEMALE","OTHER","12",2006
"32194",NA,"31","FEMALE","BLACK","14",2006
"32195","8","60","FEMALE","WHITE","14",2006
"32196",NA,"52","FEMALE","BLACK","16",2006
"32197",NA,"45","MALE","BLACK","9",2006
"32198","6","18","FEMALE","BLACK","11",2006
"32199",NA,"35","MALE","WHITE","12",2006
"32200",NA,"22","MALE","BLACK","12",2006
"32201",NA,"60","FEMALE","WHITE","12",2006
"32202","7","33","FEMALE","WHITE","17",2006
"32203","7","57","FEMALE","WHITE","13",2006
"32204",NA,"66","FEMALE","WHITE","20",2006
"32205","7","66","FEMALE","WHITE","16",2006
"32206","7","80","FEMALE","WHITE","8",2006
"32207","7","51","MALE","WHITE","15",2006
"32208",NA,"41","FEMALE","BLACK","15",2006
"32209","6","22","MALE","WHITE","15",2006
"32210",NA,"81","FEMALE","WHITE","12",2006
"32211","6","20","FEMALE","WHITE","13",2006
"32212","6","42","FEMALE","WHITE","14",2006
"32213",NA,"51","MALE","WHITE","14",2006
"32214","6","35","FEMALE","WHITE","13",2006
"32215","8","37","FEMALE","WHITE","16",2006
"32216","8","59","FEMALE","WHITE","14",2006
"32217",NA,"56","MALE","WHITE","16",2006
"32218",NA,"44","FEMALE","WHITE","12",2006
"32219",NA,"32","MALE","WHITE","19",2006
"32220","6","65","MALE","WHITE","16",2006
"32221",NA,"60","FEMALE","WHITE","12",2006
"32222",NA,"48","FEMALE","WHITE","2",2006
"32223","7","66","FEMALE","WHITE","16",2006
"32224",NA,"58","FEMALE","WHITE","14",2006
"32225",NA,"48","MALE","WHITE","16",2006
"32226","8","60","FEMALE","WHITE","12",2006
"32227",NA,"39","FEMALE","BLACK","14",2006
"32228","6","70","FEMALE","WHITE","14",2006
"32229",NA,"81","MALE","WHITE","16",2006
"32230","8","64","MALE","WHITE","16",2006
"32231","6","19","FEMALE","OTHER","11",2006
"32232",NA,"80","MALE","WHITE","16",2006
"32233",NA,"63","MALE","WHITE","20",2006
"32234",NA,"59","MALE","WHITE","16",2006
"32235",NA,"25","MALE","WHITE","16",2006
"32236",NA,"42","MALE","OTHER","16",2006
"32237",NA,"53","FEMALE","WHITE","12",2006
"32238",NA,"85","FEMALE","WHITE","15",2006
"32239",NA,"48","MALE","WHITE","15",2006
"32240",NA,"74","MALE","WHITE","9",2006
"32241",NA,"46","MALE","WHITE","16",2006
"32242","5","31","FEMALE","WHITE","13",2006
"32243","5","29","FEMALE","OTHER","12",2006
"32244","5","58","FEMALE","WHITE","6",2006
"32245",NA,"51","MALE","BLACK","8",2006
"32246",NA,"31","FEMALE","OTHER","12",2006
"32247","5","32","FEMALE","BLACK","14",2006
"32248",NA,"30","FEMALE","BLACK","14",2006
"32249","5","19","MALE","WHITE","10",2006
"32250",NA,"38","MALE","WHITE","0",2006
"32251",NA,"43","MALE","BLACK","16",2006
"32252",NA,"43","FEMALE","OTHER","14",2006
"32253",NA,NA,"MALE","WHITE","13",2006
"32254",NA,"39","FEMALE","OTHER","14",2006
"32255",NA,"63","FEMALE","WHITE","12",2006
"32256",NA,"60","MALE","WHITE","16",2006
"32257",NA,"59","FEMALE","WHITE","16",2006
"32258",NA,"48","MALE","WHITE","12",2006
"32259","9","52","MALE","WHITE","18",2006
"32260",NA,"28","MALE","WHITE","18",2006
"32261","9","81","FEMALE","WHITE","13",2006
"32262",NA,"35","MALE","WHITE","12",2006
"32263",NA,"30","MALE","OTHER","14",2006
"32264",NA,"30","MALE","BLACK","14",2006
"32265",NA,"26","FEMALE","WHITE","14",2006
"32266","9","34","MALE","BLACK","12",2006
"32267",NA,"30","FEMALE","WHITE","14",2006
"32268",NA,"42","FEMALE","WHITE","12",2006
"32269",NA,"21","MALE","WHITE","14",2006
"32270",NA,"25","FEMALE","WHITE","12",2006
"32271",NA,NA,"FEMALE","OTHER","18",2006
"32272",NA,"48","FEMALE","BLACK","12",2006
"32273",NA,"19","FEMALE","BLACK","13",2006
"32274",NA,"42","MALE","WHITE","11",2006
"32275","7","21","MALE","WHITE","12",2006
"32276",NA,"43","FEMALE","WHITE","12",2006
"32277",NA,"61","MALE","BLACK","13",2006
"32278","8","38","MALE","OTHER","14",2006
"32279",NA,"19","FEMALE","BLACK","10",2006
"32280","8","50","MALE","WHITE","13",2006
"32281","5","25","FEMALE","BLACK","11",2006
"32282","6","56","FEMALE","BLACK","14",2006
"32283","4","42","FEMALE","BLACK","16",2006
"32284","8","42","FEMALE","BLACK","2",2006
"32285",NA,"49","MALE","OTHER","17",2006
"32286",NA,"60","FEMALE","WHITE","8",2006
"32287","5","51","FEMALE","WHITE","11",2006
"32288","4","38","MALE","BLACK","11",2006
"32289","7","31","MALE","WHITE","12",2006
"32290",NA,"46","FEMALE","OTHER","18",2006
"32291",NA,"63","FEMALE","OTHER","8",2006
"32292",NA,"81","MALE","WHITE","12",2006
"32293",NA,"73","MALE","WHITE","15",2006
"32294","5","44","FEMALE","OTHER","6",2006
"32295",NA,"36","FEMALE","OTHER","14",2006
"32296","0","49","FEMALE","OTHER","3",2006
"32297",NA,"26","FEMALE","OTHER","14",2006
"32298",NA,"42","FEMALE","OTHER","16",2006
"32299",NA,"26","MALE","OTHER","9",2006
"32300",NA,"50","FEMALE","OTHER","10",2006
"32301",NA,"39","FEMALE","WHITE","12",2006
"32302",NA,"23","FEMALE","OTHER","14",2006
"32303","9","44","FEMALE","WHITE","12",2006
"32304","7","33","FEMALE","OTHER","17",2006
"32305","8","39","FEMALE","WHITE","18",2006
"32306",NA,"47","FEMALE","WHITE","12",2006
"32307",NA,"46","FEMALE","WHITE","13",2006
"32308",NA,"89 OR OLDER","FEMALE","OTHER","5",2006
"32309",NA,"34","FEMALE","OTHER","19",2006
"32310",NA,"50","FEMALE","WHITE","15",2006
"32311","4","22","FEMALE","WHITE","13",2006
"32312",NA,"59","MALE","BLACK","12",2006
"32313",NA,"62","MALE","WHITE","20",2006
"32314","7","86","FEMALE","WHITE","12",2006
"32315","5","25","MALE","BLACK","10",2006
"32316",NA,"42","FEMALE","WHITE","12",2006
"32317",NA,"58","FEMALE","BLACK","12",2006
"32318","4","45","FEMALE","WHITE","11",2006
"32319",NA,"39","FEMALE","BLACK","9",2006
"32320",NA,"53","FEMALE","BLACK","12",2006
"32321",NA,"60","FEMALE","BLACK","14",2006
"32322",NA,"49","FEMALE","BLACK","11",2006
"32323","5","25","FEMALE","BLACK","12",2006
"32324","5","36","FEMALE","BLACK","13",2006
"32325",NA,"18","MALE","BLACK","11",2006
"32326",NA,"67","FEMALE","BLACK","15",2006
"32327","7","30","FEMALE","BLACK","11",2006
"32328",NA,"48","MALE","BLACK","11",2006
"32329","6","48","FEMALE","BLACK","18",2006
"32330","6","43","FEMALE","BLACK","16",2006
"32331","9","78","FEMALE","WHITE","18",2006
"32332",NA,"63","FEMALE","BLACK","18",2006
"32333",NA,"54","FEMALE","BLACK","20",2006
"32334",NA,"56","FEMALE","BLACK","13",2006
"32335","5","37","FEMALE","OTHER","20",2006
"32336",NA,"27","MALE","BLACK","11",2006
"32337",NA,"48","MALE","BLACK","15",2006
"32338","5","58","FEMALE","BLACK","20",2006
