"","WORDSUM","AGE","SEX","RACE","EDUC","YEAR"
"31303","5","28","FEMALE","WHITE","16",2004
"31304","5","69","MALE","WHITE","8",2004
"31305",NA,"42","MALE","WHITE","14",2004
"31306","3","74","MALE","WHITE","8",2004
"31307","5","54","MALE","WHITE","11",2004
"31308","4","67","MALE","WHITE","7",2004
"31309",NA,"28","MALE","WHITE","12",2004
"31310","8","52","MALE","WHITE","12",2004
"31311",NA,"66","MALE","WHITE","12",2004
"31312",NA,"77","FEMALE","WHITE","16",2004
"31313","9","52","MALE","WHITE","15",2004
"31314","4","72","MALE","WHITE","14",2004
"31315",NA,"55","FEMALE","WHITE","12",2004
"31316",NA,"49","MALE","WHITE","15",2004
"31317",NA,"58","FEMALE","WHITE","17",2004
"31318","7","19","FEMALE","WHITE","11",2004
"31319","7","79","FEMALE","WHITE","16",2004
"31320",NA,"86","FEMALE","WHITE","7",2004
"31321",NA,"37","FEMALE","WHITE","9",2004
"31322",NA,"56","FEMALE","WHITE","14",2004
"31323","5","37","MALE","WHITE","14",2004
"31324",NA,"18","MALE","WHITE","12",2004
"31325","6","34","FEMALE","WHITE","13",2004
"31326",NA,"25","FEMALE","WHITE","16",2004
"31327",NA,"26","MALE","WHITE","11",2004
"31328",NA,"74","MALE","WHITE","14",2004
"31329",NA,"44","MALE","WHITE","14",2004
"31330","7","39","MALE","WHITE","14",2004
"31331","5","51","MALE","OTHER","10",2004
"31332","4","21","FEMALE","WHITE","9",2004
"31333","7","35","FEMALE","WHITE","15",2004
"31334","5","28","MALE","WHITE","13",2004
"31335","6","49","FEMALE","WHITE","14",2004
"31336","6","49","MALE","WHITE","14",2004
"31337",NA,"60","FEMALE","WHITE","8",2004
"31338","7","42","FEMALE","WHITE","14",2004
"31339",NA,"22","FEMALE","WHITE","14",2004
"31340","5","24","FEMALE","WHITE","13",2004
"31341","6","40","FEMALE","WHITE","13",2004
"31342",NA,"26","FEMALE","WHITE","16",2004
"31343",NA,"46","MALE","WHITE","16",2004
"31344",NA,"62","MALE","WHITE","12",2004
"31345",NA,"59","FEMALE","WHITE","13",2004
"31346","5","49","MALE","WHITE","10",2004
"31347",NA,"35","FEMALE","WHITE","13",2004
"31348","7","54","MALE","WHITE","13",2004
"31349","6","40","FEMALE","WHITE","12",2004
"31350",NA,"47","MALE","WHITE","10",2004
"31351",NA,"55","FEMALE","WHITE","13",2004
"31352","8","67","FEMALE","WHITE","12",2004
"31353",NA,"22","FEMALE","WHITE","14",2004
"31354",NA,"41","FEMALE","WHITE","12",2004
"31355",NA,"72","FEMALE","WHITE","12",2004
"31356",NA,"65","FEMALE","WHITE","7",2004
"31357",NA,"21","FEMALE","WHITE","14",2004
"31358",NA,"36","MALE","OTHER","14",2004
"31359","7","48","MALE","BLACK","14",2004
"31360","4","34","FEMALE","OTHER","12",2004
"31361","10","65","FEMALE","WHITE","12",2004
"31362",NA,"56","MALE","BLACK","16",2004
"31363",NA,"31","FEMALE","WHITE","12",2004
"31364",NA,"56","FEMALE","OTHER","20",2004
"31365","8","36","FEMALE","WHITE","13",2004
"31366",NA,"19","FEMALE","WHITE","13",2004
"31367","8","61","MALE","WHITE","20",2004
"31368",NA,"19","FEMALE","WHITE","14",2004
"31369","5","32","MALE","WHITE","17",2004
"31370","7","25","FEMALE","WHITE","14",2004
"31371","10","60","FEMALE","WHITE","15",2004
"31372",NA,"22","FEMALE","WHITE","15",2004
"31373",NA,"20","FEMALE","OTHER","16",2004
"31374",NA,"24","MALE","OTHER","17",2004
"31375",NA,"42","FEMALE","WHITE","11",2004
"31376",NA,"19","MALE","WHITE","13",2004
"31377","7","47","MALE","WHITE","12",2004
"31378",NA,"62","FEMALE","WHITE","13",2004
"31379","0","19","FEMALE","WHITE","12",2004
"31380","10","61","FEMALE","WHITE","18",2004
"31381","10","42","MALE","WHITE","12",2004
"31382",NA,"40","FEMALE","WHITE","17",2004
"31383",NA,"36","MALE","WHITE","16",2004
"31384","8","62","MALE","WHITE","12",2004
"31385",NA,"67","MALE","WHITE","18",2004
"31386",NA,"60","MALE","WHITE","7",2004
"31387","4","42","MALE","WHITE","17",2004
"31388",NA,"53","MALE","WHITE","16",2004
"31389","6","35","MALE","WHITE","12",2004
"31390","6","46","MALE","WHITE","15",2004
"31391","4","51","MALE","WHITE","12",2004
"31392","6","39","FEMALE","WHITE","16",2004
"31393",NA,"62","FEMALE","WHITE","11",2004
"31394","4","52","FEMALE","WHITE","12",2004
"31395",NA,"75","MALE","WHITE","17",2004
"31396",NA,"63","MALE","WHITE","13",2004
"31397",NA,"55","FEMALE","WHITE","14",2004
"31398",NA,"65","MALE","WHITE","20",2004
"31399",NA,"46","FEMALE","WHITE","16",2004
"31400","7","34","MALE","WHITE","19",2004
"31401","6","31","FEMALE","WHITE","11",2004
"31402",NA,"64","FEMALE","WHITE","8",2004
"31403",NA,"49","FEMALE","WHITE","12",2004
"31404",NA,"71","FEMALE","WHITE","12",2004
"31405",NA,"50","FEMALE","WHITE","18",2004
"31406","6","30","FEMALE","WHITE","14",2004
"31407","5","25","MALE","WHITE","15",2004
"31408","8","41","MALE","WHITE","15",2004
"31409","5","52","MALE","WHITE","13",2004
"31410","8","49","MALE","WHITE","16",2004
"31411","6","65","MALE","OTHER","10",2004
"31412",NA,"39","FEMALE","OTHER","13",2004
"31413",NA,"64","MALE","OTHER","9",2004
"31414","7","81","FEMALE","WHITE","12",2004
"31415",NA,"52","MALE","WHITE","12",2004
"31416","4","26","FEMALE","BLACK","12",2004
"31417","5","88","FEMALE","WHITE","8",2004
"31418","6","70","MALE","WHITE","12",2004
"31419",NA,"76","MALE","WHITE","18",2004
"31420","8","50","MALE","WHITE","17",2004
"31421","6","32","FEMALE","WHITE","12",2004
"31422",NA,"33","MALE","WHITE","12",2004
"31423","7","35","FEMALE","WHITE","12",2004
"31424","7","64","MALE","WHITE","11",2004
"31425",NA,"48","MALE","WHITE","12",2004
"31426",NA,"72","FEMALE","WHITE","12",2004
"31427","7","50","FEMALE","WHITE","15",2004
"31428","5","34","FEMALE","OTHER","9",2004
"31429","6","28","FEMALE","WHITE","14",2004
"31430","7","23","FEMALE","WHITE","12",2004
"31431","7","65","FEMALE","OTHER","11",2004
"31432",NA,"60","FEMALE","WHITE","16",2004
"31433","8","51","FEMALE","WHITE","16",2004
"31434","8","50","FEMALE","OTHER","13",2004
"31435","7",NA,"FEMALE","WHITE","12",2004
"31436",NA,"48","MALE","WHITE","19",2004
"31437","4","34","FEMALE","OTHER","16",2004
"31438","4","62","MALE","WHITE","13",2004
"31439","7","68","MALE","WHITE","15",2004
"31440","8","51","FEMALE","WHITE","14",2004
"31441","4","27","MALE","WHITE","12",2004
"31442","8","40","MALE","WHITE","19",2004
"31443",NA,"49","MALE","WHITE","12",2004
"31444",NA,"41","FEMALE","WHITE","17",2004
"31445","7","60","MALE","WHITE","16",2004
"31446",NA,"89 OR OLDER","MALE","WHITE","14",2004
"31447","4","55","MALE","WHITE","14",2004
"31448","8","50","MALE","WHITE","14",2004
"31449","8","26","MALE","WHITE","14",2004
"31450","2","51","MALE","WHITE","1",2004
"31451","8","52","FEMALE","WHITE","17",2004
"31452","6","82","FEMALE","WHITE","16",2004
"31453","7","26","FEMALE","WHITE","19",2004
"31454",NA,"69","MALE","WHITE","12",2004
"31455","7","61","FEMALE","WHITE","16",2004
"31456",NA,"69","FEMALE","WHITE","16",2004
"31457","7","60","MALE","WHITE","16",2004
"31458","3","36","FEMALE","WHITE","18",2004
"31459","5","46","FEMALE","WHITE","16",2004
"31460","7","34","MALE","WHITE","16",2004
"31461","4","41","MALE","WHITE","18",2004
"31462","9","85","FEMALE","WHITE","16",2004
"31463","6","22","MALE","BLACK","13",2004
"31464","7","40","MALE","BLACK","12",2004
"31465",NA,"76","FEMALE","WHITE","12",2004
"31466","3","56","MALE","WHITE","12",2004
"31467",NA,"48","FEMALE","WHITE","11",2004
"31468","7","53","FEMALE","WHITE","13",2004
"31469","9","46","MALE","WHITE","18",2004
"31470","7","38","FEMALE","BLACK","13",2004
"31471","7","50","FEMALE","WHITE","12",2004
"31472","5","57","MALE","WHITE","12",2004
"31473","6","32","FEMALE","WHITE","17",2004
"31474","9","47","FEMALE","WHITE","12",2004
"31475","9","53","FEMALE","WHITE","20",2004
"31476","5","63","MALE","WHITE","11",2004
"31477","8","78","FEMALE","WHITE","10",2004
"31478",NA,"57","MALE","WHITE","16",2004
"31479",NA,"54","MALE","WHITE","13",2004
"31480",NA,"67","FEMALE","WHITE","17",2004
"31481",NA,"26","MALE","WHITE","16",2004
"31482","6","48","FEMALE","BLACK","16",2004
"31483","8",NA,"MALE","WHITE","15",2004
"31484",NA,"48","FEMALE","WHITE","16",2004
"31485",NA,"61","MALE","WHITE","18",2004
"31486",NA,"42","MALE","OTHER","12",2004
"31487","9","55","FEMALE","WHITE","16",2004
"31488","6","35","MALE","WHITE","12",2004
"31489",NA,"67","MALE","WHITE","5",2004
"31490","7","37","MALE","BLACK","10",2004
"31491","4","47","FEMALE","BLACK","13",2004
"31492","8","34","FEMALE","WHITE","14",2004
"31493",NA,"54","MALE","WHITE","14",2004
"31494","7","61","FEMALE","WHITE","15",2004
"31495","7","67","FEMALE","WHITE","8",2004
"31496","5","45","MALE","WHITE","13",2004
"31497","5","33","MALE","WHITE","12",2004
"31498","5","34","FEMALE","WHITE","12",2004
"31499","4","56","MALE","WHITE","14",2004
"31500",NA,"27","MALE","WHITE","14",2004
"31501","6","60","FEMALE","BLACK","14",2004
"31502","6","74","MALE","WHITE","16",2004
"31503","6","71","MALE","WHITE","12",2004
"31504","5","24","FEMALE","WHITE","17",2004
"31505",NA,"44","FEMALE","WHITE","16",2004
"31506","9","85","MALE","WHITE","16",2004
"31507","7","66","MALE","WHITE","16",2004
"31508",NA,"66","FEMALE","WHITE","12",2004
"31509","5","55","MALE","WHITE","16",2004
"31510","6","47","MALE","BLACK","14",2004
"31511","4","66","MALE","WHITE","14",2004
"31512","6","43","FEMALE","WHITE","12",2004
"31513","6","27","MALE","WHITE","11",2004
"31514","4","28","FEMALE","BLACK","10",2004
"31515",NA,"38","MALE","BLACK","12",2004
"31516","6","43","MALE","WHITE","15",2004
"31517","5","23","FEMALE","BLACK","12",2004
"31518","8","35","FEMALE","BLACK","12",2004
"31519","6","25","FEMALE","WHITE","16",2004
"31520","7","21","MALE","WHITE","16",2004
"31521",NA,"32","MALE","WHITE","19",2004
"31522","4","89 OR OLDER","FEMALE","WHITE","12",2004
"31523","9","39","FEMALE","WHITE","16",2004
"31524",NA,"41","MALE","WHITE","12",2004
"31525",NA,"49","FEMALE","WHITE","8",2004
"31526","4","47","MALE","WHITE","12",2004
"31527","7","62","FEMALE","WHITE","14",2004
"31528",NA,"34","FEMALE","WHITE","16",2004
"31529","10","33","FEMALE","WHITE","14",2004
"31530",NA,"24","FEMALE","WHITE","12",2004
"31531",NA,"23","MALE","OTHER","16",2004
"31532","10","61","MALE","WHITE","19",2004
"31533",NA,"29","FEMALE","WHITE","13",2004
"31534","7","31","MALE","WHITE","15",2004
"31535","4","62","MALE","WHITE","16",2004
"31536","3","43","FEMALE","WHITE","10",2004
"31537",NA,"55","MALE","WHITE","16",2004
"31538",NA,"50","FEMALE","BLACK","13",2006
"31539","5","27","MALE","OTHER","14",2006
"31540","3","67","FEMALE","WHITE","9",2006
"31541",NA,"50","FEMALE","BLACK","12",2006
"31542",NA,"20","MALE","BLACK","14",2006
"31543",NA,"35","FEMALE","OTHER","16",2006
"31544",NA,"29","FEMALE","BLACK","12",2006
"31545",NA,"32","FEMALE","BLACK","14",2006
"31546",NA,"23","FEMALE","BLACK","16",2006
"31547","9","32","FEMALE","OTHER","18",2006
"31548",NA,"81","FEMALE","BLACK","9",2006
"31549",NA,"47","MALE","BLACK","12",2006
"31550",NA,"26","MALE","BLACK","16",2006
"31551",NA,"60","MALE","BLACK","16",2006
"31552",NA,"34","FEMALE","WHITE","13",2006
"31553",NA,"37","FEMALE","BLACK","18",2006
"31554","1","68","MALE","BLACK","6",2006
"31555",NA,"18","FEMALE","BLACK","11",2006
"31556",NA,"25","FEMALE","BLACK","13",2006
"31557",NA,"24","FEMALE","BLACK","14",2006
"31558",NA,"38","FEMALE","BLACK","16",2006
"31559","1","69","MALE","BLACK","12",2006
"31560",NA,"41","FEMALE","BLACK","11",2006
"31561",NA,"35","MALE","BLACK","15",2006
"31562",NA,"26","FEMALE","BLACK","14",2006
"31563",NA,"35","MALE","BLACK","18",2006
"31564","5","52","FEMALE","OTHER","5",2006
"31565",NA,"30","MALE","BLACK","14",2006
"31566","1","62","FEMALE","BLACK","12",2006
"31567",NA,"57","MALE","BLACK","12",2006
"31568","4","56","FEMALE","OTHER","14",2006
"31569",NA,"65","FEMALE","WHITE","12",2006
"31570",NA,"47","FEMALE","BLACK","12",2006
"31571",NA,"30","FEMALE","WHITE","17",2006
"31572",NA,"31","FEMALE","WHITE","12",2006
"31573",NA,"45","FEMALE","WHITE","14",2006
"31574",NA,"38","FEMALE","WHITE","15",2006
"31575","1","37","MALE","WHITE","12",2006
"31576",NA,"43","FEMALE","BLACK","18",2006
"31577",NA,"25","FEMALE","WHITE","14",2006
"31578","7","57","FEMALE","OTHER","14",2006
"31579",NA,"52","MALE","WHITE","6",2006
"31580","3","45","MALE","WHITE","15",2006
"31581",NA,"79","MALE","WHITE","10",2006
"31582",NA,"30","FEMALE","WHITE","16",2006
"31583",NA,"74","FEMALE","WHITE",NA,2006
"31584","7","63","MALE","WHITE","14",2006
"31585",NA,"40","MALE","WHITE","12",2006
"31586",NA,"20","MALE","OTHER","11",2006
"31587",NA,"58","FEMALE","WHITE","10",2006
"31588",NA,"41","FEMALE","BLACK","12",2006
"31589",NA,"69","FEMALE","BLACK","14",2006
"31590","5","31","FEMALE","WHITE","13",2006
"31591",NA,"30","FEMALE","WHITE","18",2006
"31592","7","36","FEMALE","WHITE","18",2006
"31593",NA,"70","FEMALE","WHITE","20",2006
"31594",NA,"36","MALE","OTHER","18",2006
"31595",NA,"68","FEMALE","WHITE","17",2006
"31596","6","29","MALE","OTHER","16",2006
"31597",NA,"24","FEMALE","WHITE","14",2006
"31598","10","52","MALE","WHITE","13",2006
"31599",NA,"53","MALE","WHITE","9",2006
"31600",NA,"38","MALE","OTHER","0",2006
"31601",NA,"68","MALE","WHITE","4",2006
"31602","2","59","FEMALE","OTHER","12",2006
"31603",NA,"35","FEMALE","OTHER","16",2006
"31604",NA,"39","MALE","OTHER","12",2006
"31605",NA,"46","FEMALE","OTHER","10",2006
"31606",NA,"70","FEMALE","OTHER","12",2006
"31607",NA,"48","MALE","OTHER","12",2006
"31608",NA,"54","MALE","OTHER","16",2006
"31609",NA,"88","FEMALE","WHITE","12",2006
"31610",NA,NA,"MALE","OTHER","12",2006
"31611",NA,"66","MALE","OTHER","16",2006
"31612",NA,"62","MALE","OTHER","16",2006
"31613",NA,"36","FEMALE","WHITE","18",2006
"31614",NA,"71","MALE","WHITE","16",2006
"31615",NA,"71","FEMALE","WHITE","12",2006
"31616",NA,"37","MALE","WHITE","16",2006
"31617","0","33","FEMALE","OTHER","17",2006
"31618","5","42","MALE","OTHER","16",2006
"31619",NA,"28","FEMALE","OTHER","12",2006
"31620",NA,"55","FEMALE","BLACK","9",2006
"31621",NA,"43","FEMALE","WHITE","16",2006
"31622",NA,"74","MALE","WHITE","12",2006
"31623",NA,"32","FEMALE","OTHER","15",2006
"31624","5","49","FEMALE","WHITE","16",2006
"31625",NA,"32","FEMALE","WHITE","12",2006
"31626","6","48","MALE","WHITE","17",2006
"31627","7","33","FEMALE","WHITE","10",2006
"31628","3","75","FEMALE","WHITE","10",2006
"31629",NA,"53","MALE","WHITE","17",2006
"31630",NA,"44","MALE","WHITE","10",2006
"31631",NA,"85","MALE","WHITE","13",2006
"31632",NA,"58","FEMALE","WHITE","16",2006
"31633",NA,"40","FEMALE","WHITE","17",2006
"31634","7","37","MALE","WHITE","19",2006
"31635",NA,"26","FEMALE","WHITE","13",2006
"31636",NA,"45","MALE","WHITE","16",2006
"31637",NA,"46","MALE","BLACK","7",2006
"31638",NA,"23","FEMALE","WHITE","6",2006
"31639",NA,"43","FEMALE","BLACK","14",2006
"31640",NA,"32","FEMALE","WHITE","3",2006
"31641",NA,"29","FEMALE","BLACK","10",2006
"31642",NA,"20","MALE","BLACK","14",2006
"31643",NA,"52","MALE","WHITE","15",2006
"31644","9","75","FEMALE","WHITE","17",2006
"31645",NA,"60","FEMALE","WHITE","18",2006
"31646",NA,"38","FEMALE","WHITE","15",2006
"31647",NA,"39","MALE","WHITE","20",2006
"31648","8","39","FEMALE","WHITE","18",2006
"31649",NA,"29","MALE","OTHER","14",2006
"31650",NA,"31","MALE","BLACK","17",2006
"31651",NA,"35","MALE","WHITE","17",2006
"31652",NA,"20","FEMALE","OTHER","12",2006
"31653",NA,"49","FEMALE","WHITE","6",2006
"31654",NA,"26","FEMALE","WHITE","18",2006
"31655","3","37","FEMALE","WHITE","11",2006
"31656",NA,"66","FEMALE","WHITE","16",2006
"31657",NA,"67","FEMALE","WHITE","12",2006
"31658",NA,"67","FEMALE","WHITE","2",2006
"31659",NA,"37","FEMALE","WHITE","12",2006
"31660","7","30","FEMALE","WHITE","16",2006
"31661",NA,"70","MALE","WHITE","13",2006
"31662",NA,"77","MALE","BLACK","12",2006
"31663",NA,"36","MALE","WHITE","12",2006
"31664",NA,"75","FEMALE","WHITE","13",2006
"31665",NA,"58","FEMALE","WHITE","12",2006
"31666",NA,"42","MALE","OTHER","16",2006
"31667",NA,"35","FEMALE","WHITE","19",2006
"31668","9","40","MALE","BLACK","13",2006
"31669","10","51","MALE","WHITE","14",2006
"31670",NA,"54","MALE","WHITE","16",2006
"31671",NA,"77","FEMALE","WHITE","12",2006
"31672",NA,"44","MALE","WHITE","16",2006
"31673",NA,NA,"MALE","WHITE","18",2006
"31674",NA,"57","MALE","WHITE","12",2006
"31675",NA,"44","FEMALE","OTHER","14",2006
"31676",NA,"51","MALE","WHITE","16",2006
"31677",NA,"34","MALE","OTHER","16",2006
"31678",NA,"28","MALE","WHITE","16",2006
"31679",NA,"58","FEMALE","WHITE","16",2006
"31680",NA,"35","MALE","OTHER","18",2006
"31681",NA,"39","FEMALE","WHITE","16",2006
"31682","5","83","FEMALE","WHITE","14",2006
"31683",NA,"32","FEMALE","WHITE","14",2006
"31684",NA,"29","FEMALE","WHITE","17",2006
"31685",NA,"53","MALE","WHITE","12",2006
"31686","6","31","FEMALE","WHITE","16",2006
"31687",NA,"34","MALE","WHITE","14",2006
"31688",NA,"40","FEMALE","OTHER","11",2006
"31689",NA,"27","MALE","WHITE","14",2006
"31690",NA,"35","MALE","WHITE","19",2006
"31691",NA,"43","FEMALE","WHITE","12",2006
"31692",NA,"50","FEMALE","WHITE","12",2006
"31693",NA,"38","FEMALE","WHITE","14",2006
"31694",NA,"54","FEMALE","WHITE","16",2006
"31695","8","39","FEMALE","OTHER","16",2006
"31696",NA,"32","FEMALE","WHITE","12",2006
"31697",NA,"26","FEMALE","OTHER","16",2006
"31698",NA,"23","MALE","WHITE","14",2006
"31699","6","39","FEMALE","BLACK","16",2006
"31700",NA,"38","FEMALE","BLACK","19",2006
"31701",NA,"50","MALE","WHITE","12",2006
"31702","2","56","FEMALE","BLACK","12",2006
"31703","7","31","FEMALE","BLACK","16",2006
"31704","5","60","FEMALE","WHITE","18",2006
"31705",NA,"32","FEMALE","WHITE","12",2006
"31706",NA,"68","MALE","WHITE","16",2006
"31707",NA,"48","MALE","WHITE","18",2006
"31708",NA,NA,"FEMALE","WHITE","14",2006
"31709",NA,"60","FEMALE","WHITE","14",2006
"31710","9","58","FEMALE","WHITE","14",2006
"31711",NA,"58","FEMALE","WHITE","12",2006
"31712",NA,"25","FEMALE","WHITE","16",2006
"31713",NA,"49","FEMALE","WHITE","16",2006
"31714","6","22","FEMALE","WHITE","14",2006
"31715","7","86","MALE","WHITE","10",2006
"31716",NA,"51","FEMALE","WHITE","14",2006
"31717",NA,"58","MALE","WHITE","14",2006
"31718","7","89 OR OLDER","MALE","WHITE","16",2006
"31719",NA,"82","FEMALE","WHITE","12",2006
"31720","8","34","MALE","WHITE","16",2006
"31721",NA,"41","FEMALE","WHITE","13",2006
"31722",NA,"63","FEMALE","WHITE","16",2006
"31723",NA,"50","MALE","WHITE","20",2006
"31724",NA,"43","FEMALE","WHITE","16",2006
"31725",NA,"66","FEMALE","WHITE","20",2006
"31726","3","24","MALE","WHITE","16",2006
"31727",NA,"89 OR OLDER","FEMALE","WHITE","12",2006
"31728",NA,"31","FEMALE","WHITE","16",2006
"31729",NA,"44","FEMALE","WHITE","16",2006
"31730",NA,"52","FEMALE","WHITE","12",2006
"31731","5","34","MALE","WHITE","9",2006
"31732","6","64","MALE","WHITE","12",2006
"31733","7","73","FEMALE","WHITE","13",2006
"31734",NA,"39","MALE","WHITE","18",2006
"31735","10","58","FEMALE","WHITE","18",2006
"31736","8","41","FEMALE","OTHER","20",2006
"31737","4","49","FEMALE","WHITE","18",2006
"31738","3","40","FEMALE","OTHER","13",2006
"31739",NA,"53","FEMALE","WHITE","16",2006
"31740","7","58","MALE","WHITE","16",2006
"31741","10","71","FEMALE","WHITE","18",2006
"31742","10","80","FEMALE","WHITE","20",2006
"31743",NA,"41","FEMALE","OTHER","6",2006
"31744",NA,"34","FEMALE","WHITE","12",2006
"31745",NA,"41","FEMALE","OTHER","5",2006
"31746",NA,"49","FEMALE","OTHER","15",2006
"31747","7","51","MALE","BLACK","13",2006
"31748","7","49","FEMALE","WHITE","13",2006
"31749",NA,"74","FEMALE","WHITE","15",2006
"31750","9","49","MALE","WHITE","12",2006
"31751","6","39","FEMALE","WHITE","16",2006
"31752",NA,"53","FEMALE","WHITE","16",2006
"31753",NA,"18","MALE","OTHER","10",2006
"31754",NA,"58","FEMALE","WHITE","16",2006
"31755",NA,"65","FEMALE","OTHER","12",2006
"31756",NA,"79","FEMALE","WHITE","14",2006
"31757",NA,"57","MALE","WHITE","14",2006
"31758",NA,"32","MALE","OTHER","10",2006
"31759",NA,"81","FEMALE","WHITE","14",2006
"31760",NA,"33","MALE","OTHER","12",2006
"31761",NA,"36","MALE","OTHER","14",2006
"31762",NA,"43","MALE","WHITE","13",2006
"31763",NA,"31","FEMALE","WHITE","14",2006
"31764",NA,"36","MALE","OTHER","14",2006
"31765",NA,"41","MALE","WHITE","17",2006
"31766",NA,"25","MALE","OTHER","6",2006
"31767",NA,"66","FEMALE","WHITE","16",2006
"31768",NA,NA,"FEMALE","WHITE","17",2006
"31769",NA,"32","FEMALE","WHITE","16",2006
"31770",NA,NA,"MALE","WHITE","16",2006
"31771",NA,"52","MALE","WHITE","18",2006
"31772",NA,"43","FEMALE","OTHER","14",2006
"31773","9","58","MALE","WHITE","18",2006
"31774",NA,"76","MALE","WHITE","15",2006
"31775","8","40","FEMALE","WHITE","19",2006
"31776","5","67","MALE","OTHER","16",2006
"31777",NA,"25","FEMALE","OTHER","4",2006
"31778",NA,"29","MALE","OTHER","9",2006
"31779",NA,"31","FEMALE","OTHER","12",2006
"31780",NA,"19","MALE","WHITE","12",2006
"31781",NA,"50","FEMALE","WHITE","12",2006
"31782",NA,"52","MALE","WHITE","12",2006
"31783",NA,"89 OR OLDER","FEMALE","WHITE","10",2006
"31784",NA,"71","FEMALE","WHITE","14",2006
"31785",NA,"78","FEMALE","WHITE","13",2006
"31786","6","73","MALE","WHITE","16",2006
"31787","7","66","MALE","OTHER","13",2006
"31788",NA,"42","FEMALE","WHITE","14",2006
"31789",NA,"51","FEMALE","BLACK","17",2006
"31790","6","75","MALE","WHITE","16",2006
"31791",NA,"45","MALE","WHITE","11",2006
"31792","7","58","MALE","WHITE","16",2006
"31793",NA,"65","FEMALE","OTHER","12",2006
"31794",NA,"51","FEMALE","WHITE","18",2006
"31795","6","49","FEMALE","WHITE","14",2006
"31796",NA,"55","FEMALE","WHITE","12",2006
"31797","6","55","FEMALE","WHITE","13",2006
"31798","5","50","MALE","WHITE","16",2006
"31799",NA,"31","FEMALE","WHITE","17",2006
"31800",NA,"54","FEMALE","WHITE","14",2006
"31801","3","54","MALE","OTHER","18",2006
"31802","10","55","MALE","WHITE","18",2006
"31803",NA,"64","FEMALE","WHITE","12",2006
"31804","9","72","MALE","WHITE","17",2006
"31805",NA,"34","FEMALE","WHITE","19",2006
"31806",NA,"37","MALE","WHITE","16",2006
"31807",NA,"37","MALE","WHITE","14",2006
"31808",NA,"38","FEMALE","WHITE","16",2006
"31809","6","58","FEMALE","WHITE","12",2006
"31810",NA,"52","FEMALE","WHITE","12",2006
"31811",NA,"49","MALE","OTHER","9",2006
"31812","8","36","MALE","OTHER","10",2006
"31813",NA,"61","FEMALE","OTHER","3",2006
"31814",NA,"55","FEMALE","BLACK","11",2006
"31815",NA,"44","MALE","OTHER","5",2006
"31816",NA,"22","MALE","OTHER","13",2006
"31817",NA,"33","MALE","OTHER","15",2006
"31818",NA,"74","MALE","WHITE","8",2006
"31819",NA,"48","FEMALE","OTHER","13",2006
"31820","2","18","MALE","OTHER","11",2006
"31821",NA,"42","MALE","OTHER","12",2006
"31822",NA,"49","MALE","WHITE","14",2006
"31823",NA,"26","MALE","OTHER","17",2006
"31824",NA,"40","MALE","OTHER","11",2006
"31825",NA,"41","MALE","OTHER","6",2006
"31826",NA,"41","MALE","OTHER","16",2006
"31827",NA,"23","FEMALE","BLACK","13",2006
"31828","5","66","MALE","BLACK","15",2006
"31829",NA,"27","FEMALE","WHITE","16",2006
"31830",NA,"22","FEMALE","OTHER","13",2006
"31831","6","33","FEMALE","OTHER","14",2006
"31832",NA,"27","FEMALE","WHITE","18",2006
"31833","6","46","FEMALE","WHITE","14",2006
"31834","2","25","FEMALE","OTHER","15",2006
"31835","3","37","FEMALE","OTHER","16",2006
"31836","6","40","MALE","OTHER","12",2006
"31837",NA,"30","FEMALE","OTHER","14",2006
"31838",NA,"28","MALE","OTHER","16",2006
"31839","7","29","MALE","OTHER","18",2006
"31840",NA,"29","FEMALE","OTHER","14",2006
"31841",NA,"36","MALE","OTHER","13",2006
"31842",NA,"75","MALE","WHITE","12",2006
"31843",NA,"22","MALE","OTHER","12",2006
"31844",NA,"31","FEMALE","OTHER","18",2006
"31845",NA,"77","MALE","BLACK","20",2006
"31846",NA,"39","FEMALE","OTHER","12",2006
"31847",NA,"40","MALE","BLACK","14",2006
"31848",NA,"67","MALE","WHITE","12",2006
"31849",NA,"66","MALE","WHITE","15",2006
"31850",NA,"54","MALE","WHITE","16",2006
"31851",NA,"33","FEMALE","WHITE","17",2006
"31852",NA,"49","MALE","OTHER","12",2006
"31853",NA,"53","FEMALE","WHITE","12",2006
"31854",NA,"32","MALE","WHITE","16",2006
"31855",NA,"58","FEMALE","WHITE","18",2006
"31856",NA,"31","MALE","OTHER","16",2006
"31857",NA,"62","FEMALE","WHITE","14",2006
"31858",NA,"43","FEMALE","WHITE","11",2006
"31859",NA,"55","FEMALE","WHITE","15",2006
"31860",NA,"45","MALE","OTHER","16",2006
"31861",NA,"57","FEMALE","WHITE","14",2006
"31862",NA,"37","FEMALE","WHITE","13",2006
"31863",NA,"88","FEMALE","WHITE","12",2006
"31864",NA,"54","MALE","WHITE","14",2006
"31865",NA,"44","MALE","WHITE","20",2006
"31866",NA,"46","FEMALE","WHITE","14",2006
"31867","7","26","FEMALE","WHITE","17",2006
"31868",NA,"68","FEMALE","WHITE","9",2006
"31869","7","18","MALE","OTHER","12",2006
"31870","6","56","FEMALE","WHITE","12",2006
"31871",NA,"23","MALE","BLACK","16",2006
"31872",NA,"28","MALE","WHITE","14",2006
"31873","0","77","FEMALE","WHITE","16",2006
"31874",NA,"39","MALE","WHITE","14",2006
